name,school,city,state,ranking
Cane Berrong,Hart County,Hartwell,GA,0.9137
Gage Wilcox,Jefferson,Tampa,FL,0.8985
Dametrious Crownover,Grandview,Grandview,TX,0.8859
Lake McRee,Lake Travis,Austin,TX,0.8826
Landen King,Atascocita,Humble,TX,0.8748
Robbie Ouzts,Rock Hill,Rock Hill,SC,0.873
Gunnar Helm,Cherry Creek,Englewood,CO,0.8711
Ryan Hoerstkamp,Washington,Washington,MO,0.8607
Jalen Shead,Olive Branch,Olive Branch,MS,0.8596
Devon Martin,Poteet,Mesquite,TX,0.8541
Rocco Underwood,Lake Mary,Lake Mary,FL,0.8144
JC Latham,IMG Academy,Bradenton,FL,0.9989
Tommy Brockermeyer,All Saints Episcopal,Fort Worth,TX,0.9977
Amarius Mims,Bleckley County,Cochran,GA,0.9956
Tristan Leigh,Robinson Secondary,Fairfax,VA,0.9921
Nolan Rucci,Warwick,Lititz,PA,0.9918
Kingsley Suamataia,Orem,Orem,UT,0.9823
Landon Tengwall,Good Counsel,Olney,MD,0.9739
Blake Fisher,Avon,Avon,IN,0.9738
Micah Morris,Camden County,Kingsland,GA,0.9698
Garrett Dellinger,Clarkston,Clarkston,MI,0.9595
Wyatt Milum,Spring Valley,Huntington,WV,0.9507
Reuben Fatheree,Foster,Richmond,TX,0.9391
Caleb Johnson,Trinity Catholic,Ocala,FL,0.9
Connor Tollison,Jackson,Jackson,MO,0.8903
William Parker,Pearl-Cohn,Nashville,TN,0.8893
Diego Pounds,Millbrook,Raleigh,NC,0.8789
Erick Cade,Braswell,Denton,TX,0.8619
Kool-Aid McKinstry,Pinson Valley,Pinson,AL,0.9906
Jason Marshall,Miami Palmetto,Miami,FL,0.9854
Nyland Green,Newton,Covington,GA,0.9682
Jordan Hancock,North Gwinnett,Suwanee,GA,0.968
Nate Wiggins,Westlake,Atlanta,GA,0.9451
Jaylin Davies,Mater Dei,Santa Ana,CA,0.935
Clinton Burton Jr.,St. Frances Academy,Baltimore,MD,0.925
Damarius McGhee,Pensacola Catholic,Pensacola,FL,0.9231
Ishmael Ibraheem,Kimball,Dallas,TX,0.9206
Latrell McCutchin,LBJ,Austin,TX,0.9164
Kamari Lassiter,American Christian ,Tuscaloosa,AL,0.9137
Devonta Smith,La Salle,Cincinnati,OH,0.9114
Hunter Washington,Katy,Katy,TX,0.9088
De'Jahn Warren,Lackawanna C.C.,Scranton,PA,0.9041
Markevious Brown,IMG Academy,Bradenton,FL,0.8938
Khyree Jackson,East Mississippi C.C.,Scooba,MS,0.893
Jordan Young,Gaither,Tampa,FL,0.8909
Jadarrius Perkins,Mississippi Gulf Coast C.C.,Perkinston,MS,0.8904
Ja'Den McBurrows,St. Thomas Aquinas,Fort Lauderdale,FL,0.877
Caleb Johnson,Greenville,Greenville,TX,0.8763
Kevin Knowles II,McArthur,Hollywood,FL,0.8752
Demetrius Coleman,Callaway,Hogansville,GA,0.8217
James Williams,American Heritage,Fort Lauderdale,FL,0.9921
Sage Ryan,Lafayette Christian Academy,Lafayette,LA,0.9851
Terrion Arnold,John Paul II Catholic,Tallahassee,FL,0.9745
Derrick Davis Jr.,Gateway,Monroeville,PA,0.9706
Kendal Daniels,Beggs,Beggs,OK,0.9578
Andrew Mukuba,LBJ,Austin,TX,0.9278
Andre Turrentine,Ensworth,Nashville,TN,0.9269
Jantzen Dunn,South Warren,Bowling Green,KY,0.9267
Kaine Williams,John Ehret,Marrero,LA,0.9253
Ahmari Harvey,Florida State Univ. School,Tallahassee,FL,0.9174
Jardin Gilbert,University Lab,Baton Rouge,LA,0.9089
Tysheem Johnson,Neumann Goretti,Philadelphia,PA,0.9071
Kamren Kinchens,Northwestern,Miami,FL,0.8994
Dink Jackson,Eau Gallie,Melbourne,FL,0.8972
De'Shawn Rucker,Amos P. Godby,Tallahassee,FL,0.8893
Dakota Mitchell,Winter Park,Winter Park,FL,0.8848
Phillip O'Brien Jr.,Deerfield Beach,Deerfield Beach,FL,0.8785
Jaden Slocum,Alpharetta,Alpharetta,GA,0.8737
Ja'Tavion Sanders,Ryan,Denton,TX,0.9932
Billy Bowman,Ryan,Denton,TX,0.9799
David Daniel,Woodstock,Woodstock,GA,0.9583
Kadarius Calloway,Philadelphia,Philadelphia,MS,0.9392
Tommi Hill,Edgewater,Orlando,FL,0.9141
Yulkeith Brown,Miami Central,Miami,FL,0.9057
Emeka Megwa,Timber Creek,Keller,TX,0.9
Jaylin Smith,Bishop Alemany,Mission Hills,CA,0.8993
Charles Montgomery,Armwood,Seffner,FL,0.8859
Quinn Ewers,Southlake Carroll,Southlake,TX,1.0
Caleb Williams,Gonzaga ,Washington,DC,0.9969
Brock Vandagriff,Prince Avenue Christian School,Bogart,GA,0.9908
Jake Garcia,Grayson,Loganville,GA,0.9761
Drake Maye,Myers Park,Charlotte,NC,0.9724
Tyler Buchner,Helix,La Mesa,CA,0.9684
Miller Moss,Bishop Alemany,Mission Hills,CA,0.9663
Jalen Milroe,Tompkins,Katy,TX,0.9631
Preston Stone,Parish Episcopal School,Dallas,TX,0.9497
Luke Altmyer,Starkville,Starkville,MS,0.9219
Shedeur Sanders,Trinity Christian School,Cedar Hill,TX,0.9126
Aaron McLaughlin,Denmark,Alpharetta,GA,0.9068
Donovan Jackson,Episcopal,Bellaire,TX,0.99
Terrence Ferguson,Peach County,Fort Valley,GA,0.9719
Rocco Spindler,Clarkston,Clarkston,MI,0.9713
Savion Byrd,Duncanville,Duncanville,TX,0.9706
Dylan Fairchild,West Forsyth,Cumming,GA,0.9582
Ben Christman,Revere,Richfield,OH,0.9437
Marcus Tate,TRU Prep Academy,Miami Gardens,FL,0.941
Jager Burton,Frederick Douglass,Lexington,KY,0.9387
James Brockermeyer,All Saints Episcopal,Fort Worth,TX,0.9224
Jaeden Roberts,North Shore,Houston,TX,0.9084
Greg Crippen,IMG Academy,Bradenton,FL,0.9054
Noah Josey,Brentwood Academy,Brentwood,TN,0.8889
Jared Wilson,West Forsyth,Clemmons,NC,0.8856
Cullen Montgomery,Episcopal,Bellaire,TX,0.883
Maximus Gibbs,St. John Bosco,Bellflower,CA,0.8607
Xavier Castillo,Osceola,Kissimmee,FL,0.8563
Ross Maseuli,Mater Dei,Santa Ana,CA,0.8563
Terrence Lewis,Miami Central,Miami,FL,0.9894
Xavian Sorey,IMG Academy,Bradenton,FL,0.9864
Barrett Carter,North Gwinnett,Suwanee,GA,0.9835
Smael Mondon,Paulding County,Dallas,GA,0.9834
Deontae Lawson,Mobile Christian School,Mobile,AL,0.9744
Reid Carrico,Ironton,Ironton,OH,0.9615
RaRa Dillworth,Glenn,Kernersville,NC,0.9561
Aaron Willis,Life Christian Academy,Colonial Heights,VA,0.9392
Prince Kollie,David Crockett,Jonesborough,TN,0.9366
Kendrick Blackshire,Duncanville,Duncanville,TX,0.9278
Greg Penn III,DeMatha Catholic,Hyattsville,MD,0.9173
Zavier Carter,Hapeville Charter,Atlanta,GA,0.9165
Ian Jackson,Prattville,Prattville,AL,0.9127
Jaydon Hood,St. Thomas Aquinas,Fort Lauderdale,FL,0.9088
Jonathan Flowe,Upland,Upland,CA,0.9
Terrence Cooks,Shadow Creek,Pearland,TX,0.8994
Morice Blackwell,Martin,Arlington,TX,0.8933
Darryl Peterson,Archbishop Hoban,Akron,OH,0.8918
Chaz Chambliss,Carrollton,Carrollton,GA,0.8914
Mikai Gbayor,Irvington,Irvington,NJ,0.8737
Dallas Turner,St. Thomas Aquinas,Fort Lauderdale,FL,0.995
Keanu Koht,Vero Beach,Vero Beach,FL,0.9715
Chop Robinson,Quince Orchard,Gaithersburg,MD,0.9698
Jeremiah Williams,Ramsay,Birmingham,AL,0.9678
Dylan Brooks,Handley,Roanoke,AL,0.9658
Landon Jackson,Pleasant Grove,Texarkana,TX,0.9435
TJ Bollers,Clear Creek Amana,Tiffin,IA,0.9325
Zaire Patterson,Winston-Salem Prep,Winston Salem,NC,0.9236
Elijah Jeudy,Northeast,Philadelphia,PA,0.9193
Travion Ford,Lutheran North,Saint Louis,MO,0.9177
Khristian Zachary,Carrollton,Carrollton,GA,0.8826
Korey Foreman,Centennial,Corona,CA,0.9992
J.T. Tuimoloau,Eastside Catholic,Sammamish,WA,0.9989
Leonard Taylor,Miami Palmetto,Miami,FL,0.9938
Maason Smith,Terrebonne,Houma,LA,0.9897
Shemar Turner,DeSoto,DeSoto,TX,0.9877
Damon Payne,Belleville,Belleville,MI,0.9872
Keeshawn Silver,Rocky Mount,Rocky Mount,NC,0.9841
Tunmise Adeleye,Tompkins,Katy,TX,0.9811
Michael Hall Jr.,Streetsboro,Streetsboro,OH,0.9742
Tywone Malone,Bergen Catholic,Oradell,NJ,0.9707
Lee Hunter,Blount,Eight Mile,AL,0.9633
Monkell Goodwine,Rock Creek Christian Academy,Upper Marlboro,MD,0.9595
Payton Page,Dudley,Greensboro,NC,0.9585
Tyreak Sapp,St. Thomas Aquinas,Fort Lauderdale,FL,0.9578
Cade Denhoff,Lakeland Christian School,Lakeland,FL,0.9536
Jonathan Jefferson,Douglas County,Douglasville,GA,0.9407
Marcus Burris,Pleasant Grove,Texarkana,TX,0.9396
Tyrion Ingram-Dawkins,Gaffney,Gaffney,SC,0.9356
Tyleik Williams,Unity Reed,Manassas,VA,0.9288
KaTron Evans,St. Frances Academy,Baltimore,MD,0.9212
Taizse Johnson,St. John's,Washington,DC,0.9073
George Rooks,St. Peters Prep,Jersey City,NJ,0.907
Shambre Jackson,Boone,Orlando,FL,0.9042
Marquis Robinson,Milton,Milton,FL,0.8958
Tim Keenan,Ramsay,Birmingham,AL,0.8933
Desmond Watson,Armwood,Seffner,FL,0.8933
Najee Story,Solon,Solon,OH,0.8877
Anquin Barnes,Robert E. Lee,Montgomery,AL,0.8852
David Abiara,Mansfield Legacy,Mansfield,TX,0.8833
Savion Collins,Miami Palmetto,Miami,FL,0.8759
