name,school,city,state,ranking
Jack Lamb,Great Oak,Temecula,CA,0.9547
Ale Kaho,Reno,Reno,NV,0.9448
Alston Orji,Rockwall,Rockwall,TX,0.9103
Eli'jah Winston,Central Catholic,Portland,OR,0.8917
Ben Wilson,Sumner,Sumner,WA,0.8748
Tyree Thompson,Los Angeles Valley College,Van Nuys,CA,0.8399
Shayne Simon,St. Peters Prep,Jersey City,NJ,0.9567
Dallas Gant,St. John's Jesuit,Toledo,OH,0.9322
Xavier Peters,Lakota West,West Chester,OH,0.9306
Zakoby McClain,Valdosta,Valdosta,GA,0.9221
DaShaun White,Richland,North Richland Hills,TX,0.92
Amari Gainer,Lawton Chiles,Tallahassee,FL,0.9112
Bo Calvert,Oaks Christian,Westlake Village,CA,0.9087
Tennessee Pututau,East,Salt Lake City,UT,0.8877
Salua Masina,Brighton,Salt Lake City,UT,0.8863
Reggie Hughes,Calabasas,Calabasas,CA,0.8816
Olaijah Griffin,Mission Viejo,Mission Viejo,CA,0.9849
Isaac Taylor-Stuart,Helix,La Mesa,CA,0.9827
Brendan Radley-Hiles,IMG Academy,Bradenton,FL,0.9807
Kyler McMichael,Greater Atlanta Christian School,Norcross,GA,0.972
Asante Samuel Jr.,St. Thomas Aquinas,Fort Lauderdale,FL,0.9702
Houston Griffith,IMG Academy,Bradenton,FL,0.9651
Al Blades Jr.,St. Thomas Aquinas,Fort Lauderdale,FL,0.9556
Chase Williams,Eleanor Roosevelt,Corona,CA,0.9423
Kyler Gordon,Archbishop Murphy,Everett,WA,0.9256
Christian Tutt,Thomson,Thomson,GA,0.9045
Verone McKinley III,Hebron,Carrollton,TX,0.8871
Trent Gordon,Manvel,Manvel,TX,0.8858
Tre Douglas,Eagles Landing Christian Academy,McDonough,GA,0.8835
Davion Williams,Belleville,Belleville,MI,0.8815
Rayshad Williams,Whitehaven,Memphis,TN,0.8709
Vincent Gray,Adams,Rochester,MI,0.8667
Ken Torain,Jesuit,Tampa,FL,0.8647
Jemaurian Jones,Brookhaven,Brookhaven,MS,0.8583
Elisha Guidry,Vista Murrieta,Murrieta,CA,0.854
Delrick Abrams Jr.,Independence C.C.,Independence,KS,0.8536
Caden Sterns,Steele,Cibolo,TX,0.9886
Tyreke Johnson,Trinity Christian Academy,Jacksonville,FL,0.9876
Jaiden Lars-Woodbey,St. John Bosco,Bellflower,CA,0.9814
DeMarvion Overshown,Arp,Arp,TX,0.9737
Leon O'Neal Jr.,Cy Springs,Cypress,TX,0.9624
Aashari Crosswell,Long Beach Poly,Long Beach,CA,0.9442
Julius Irvin,Servite,Anaheim,CA,0.9361
Jevon Holland,Bishop O'Dowd,Oakland,CA,0.9324
Trey Dean,Dutchtown,Hampton,GA,0.9222
Jordan Moore,Yoakum,Yoakum,TX,0.9143
Stephan Blaylock,St. John Bosco,Bellflower,CA,0.9082
Cam'ron Jones,Mansfield,Mansfield,TX,0.9023
Randy Russell,Miami Carol City,Opa Locka,FL,0.8789
Chigozie Anusiem,Sonora,La Habra,CA,0.8762
Joe Foucha,McDonogh 35,New Orleans,LA,0.8721
Cam Jonas,Dwyer,Palm Beach Gardens,FL,0.8689
Kenny Churchwell,Mountain Pointe,Phoenix,AZ,0.8626
Isaiah Windmon,John Ehret,Marrero,LA,0.8614
D'Angelo McKenzie,Valley Christian,San Jose,CA,0.8614
Ely Doyle,Bishop Alemany,Mission Hills,CA,0.8564
Aaron Maddox,Pima C.C.,Tucson,AZ,0.8535
Je'Vari Anderson,Laney College,Oakland,CA,0.8499
Joey Gatewood,Bartram Trail,Jacksonville,FL,0.9759
Talanoa Hufanga,Crescent Valley,Corvallis,OR,0.9571
Bryan Addison,Junipero Serra,Gardena,CA,0.9552
Tre'Shaun Harrison,Garfield,Seattle,WA,0.9336
Braden Lenzy,Tigard,Portland,OR,0.9174
Vernon Jackson,Boling,Boling,TX,0.892
Khalil Shakir,Vista Murrieta,Murrieta,CA,0.8918
Kundarrius Taylor,Ridgeway,Memphis,TN,0.8891
MJ Cunningham,Madison,Portland,OR,0.8767
Stanley Hackett,Sam Rayburn,Pasadena,TX,0.8653
Tae Provens,Madison County,Gurley,AL,0.8625
Isaiah Johnson,Thomas Downey,Modesto,CA,0.8622
Jhevon Hill,Cajon,San Bernardino,CA,0.8593
Patrick Jolly,Newsome,Lithia,FL,0.856
Thomas Yassmin,The Scot's College,Australia,AUST,0.8254
